IsStance,marker,sentence
,important,"This meeting is the first thematic seminar on carbon management organized by CR Beer, and it is an important start for CR Beer to enhance its brand value and market competitiveness with green and low-carbon concepts."
,important,The Group regards the environmental performance of operating plants as one of the important criteria for capacity optimization consideration and shuts down plants that discharge sewage into natural waters step by step.
,good,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report(IV) CUSTOMER SERVICES AND PRIVACY PROTECTION Customer Services Upholding the operating philosophy of Prioritizing Customer Experience, the Group has been striving to improve customer satisfaction and build good and long-term customer relationships."
,good,"42 CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance ReportIn 2023, the Group achieved good results in its digital transformation, with the Company s digital coverage rate increasing from 44 at the beginning of the year to 56."
,good,"In active response to the requirements of the Measures for Compliance Management of Central Enterprises issued by the State- owned Assets Supervision and Administration Commission of the State Council, the Group strictly follows the relevant norms on compliance management, participates in the decision-making of major issues about the Company, strictly conducts 100 legal review of the contracts, systems and major business decisions required by the State- owned Assets Supervision and Administration Commission, so as to effectively prevent and control compliance-related risks, and keep a good line of defense against compliance."
,good,"In the CR Beer Procurement Management System and the CRWH Procurement Management System, the Group clearly stipulates that suppliers must include Sunshine Undertaking as an annex in the preparation of procurement documents and contracts, requiring suppliers to cooperate in good faith; at the same time, it is clearly stipulated that the working group personnel and reviewers involved in procurement activities should sign the Commitment Letter of Integrity and Self-discipline of Procurement Personnel before participating in procurement, know the relevant regulations of the company on integrity and self-discipline of procurement, and ensure strict implementation of all commitments."
,good,"In addition, we stipulate in the CR Snow Measures for the Administration of Suppliers and the CRWH Measures for the Administration of Suppliers that it is necessary to strengthen the publicity of integrity during the on-site certification of suppliers, require suppliers to read out and seal the Supplier Commitment, promising to support CR Snow to establish an open, fair and competitive business environment and respect the values and management principles of CR Snow, and at the same time putting an end to corruption and win over, so as to form a good cooperation atmosphere with a clean and positive atmosphere."
,good,"The Group promoted health activities for all employees, advocated a healthy lifestyle, carried out employee health education, created a corporate culture that incorporates health considerations, and coordinated corporate development with employee health; built a good working environment for employees, vigorously implemented 5S on-site management, and created a comfortable and pleasant working environment for employees as much as possible."
,good,"The project team of Research on the Optimization of Sewage Anaerobic Biogas Steam Production System was established to further improve the best implementation guidelines and standards for sewage biogas yield, promote good practice experience and practices, improve the biogas yield of each production plant, resulting in mature technologies and best operation models after years of research."
,good,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance ReportCHAPTER 4 SOCIAL RESPONSIBILITY The Group has been enthusiastic about community investment and actively participated in environmental protection, disaster relief and poverty alleviation, education promotion, the fight against the pandemic, rural revitalization, etc., to send a message of love and bring greater good to the society."
,shall,"By establishing strategic cooperation with the Jinsha County Government, we shall build an exclusive planting base, procure raw materials locally, and set up QR code monitoring, to achieve 100 traceability of the source of raw materials for sauce-flavored baijiu and manage full-process food safety risks of baijiu product."
,shall,The relevant management decision report shall be reviewed and approved by the supplier management committee and procurement committee in accordance with the relevant regulations.
,shall,Supplier cooperation assessment The suppliers cooperating with the Group in the year shall be assessed annually.
,shall,Unqualified suppliers shall be eliminated and prohibited from use within 3 years.
,shall,"The Group insists that power shall go with responsibility, responsibility must be taken, discipline must be pursued, and failure must be accountable; and the disciplinary inspection department of the Group resolutely punishes corruption without wavering, and handles letters and cases in strict accordance with rules, disciplines and laws."
,shall,"Whenever breaches are identified, they shall be raised to the coordinator immediately."
,shall,The coordinator shall report and make recommendation to the director of human resources department for approval after conducting the analysis.
,shall,"In the CRWH Measures for the Administration of Suppliers, the Group specifies that the working environment of suppliers and employees shall be subjected to safety precautions and protection of employees occupational health."
,shall,"The data of baijiu business shall be collected and disclosed on the same basis in the next year The Group encouraged EHS managers at all levels to improve their business level, and arranged continuing education and training for those with registered safety engineer qualification certificates."
,shall,"All discarded cans, glass slags and waste cartons from the production process shall be 100 recycled and treated, which could be put back to use later, achieving zero waste in the production process."
,shall,"By phasing out production lines of beer in glass bottles with outdated technology and high energy consumption, while adding more production lines of beer in cans with advanced technology and energy consumption reaching the international advanced level, the Group shall gradually increase the proportion of product in cans and reduce the use of glass bottles which is of higher carbon footprint."
,shall,"The Group also requires all units to take relevant measures to prevent proliferation, loss and leakage, and shall not allow to dump, pile, discard or scatter hazardous waste without authorization, so as to prevent or reduce the pollution of hazardous waste to the environment."
,dedicated,"In terms of customer service construction for the newly acquired baijiu business, Jinsha Jiuye has formulated and implemented the Jinsha Jiuye Customer Service Management Measures and Jinsha Jiuye Damaged Alcohol Drinks Management Measures to set up a 400-0851-999 service hotline, whereby the dedicated customer service staff of the Operations Department receives complaint information, and answers on-site the information that can be handled, and immediately edits the work order for information that needs to be handled by the professional departments to be dispatched to the professional departments."
,dedicated,"The Group is dedicated to promoting the work-life balance and ensuring the physical health, safety, and well-being of its staff by providing various non-monetary benefits to motivate and encourage them."
,dedicated,"In 2023, all corporate officers and safety management personnel at all levels of the Group obtained safety management certificates, 115 of them are dedicated security management staff, and 90 of them are registered safety engineers."
,dedicated,"It is the only research centre in the country for different types of wines that is dedicated to carbon neutrality innovations in the field of beer and baijiu, and its research tasks mainly include Soft science research national dual carbon policy planning, analysis of the current situation of the upstream and downstream channels of the beer baijiu industry, and investigation and research on the technological research and application of key enterprises and institutions."
,should,"In the meantime, employees are also responsible for the supervision of responsible marketing that once any employee found false advertisement to be forwarded, he or she should report the false advertisement in time."
,should,"The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,should,The plant should analyze and rectify each bottle or can of beer.
,should,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance Report In addition, the Group has developed the Supplier Evaluation Scoring Sheet, which covers the basic requirements that suppliers should meet in environmental protection, including Waste discharge permit; Environmental impact assessment report; Current quarterly environmental monitoring report; Waste water, solid waste treatment equipment, etc."
,should,"Besides, the Group requires all suppliers for beer operations and baijiu businesses to sign the Supplier Commitment which covers the following requirements Ethical procurement; Adopting safety protection measures in the working environment to ensure the occupational health of employees; Using effectively existing resources and minimizing negative effects on the environment in the process of production and supply chain; Advocating to shoulder environmental protection responsibility, developing and promoting environment-related technological application; Strictly complying with all applicable national laws and regulations; Respecting the human rights of employees, guaranteeing basic employee rights and working hours of employees, and guaranteeing equal employment; Not using child labour and forced or debt-paying employees, and abiding by the relevant provisions of the Labour Contract Law of the PRC; Carrying out knowledge and compliance tests of suppliers and emphasizing on the social responsibility and obligations such as integrity and self-discipline they should perform."
,should,"When conducting on-site accreditation of suppliers, the Group also organized training and test regarding what should be understood and followed for the relevant business personnel of the suppliers."
,should,A unified test regarding what should be understood and followed for the existing suppliers will be carried out every three years to intensify the governance and transparency of the suppliers.
,should,"ISO45001 18001 424 HACCP, ISO 9001 69 400 Unit 2023 2022 Number of suppliers participated in the test regarding what should be understood and followedSuppliers 69 23 Number of suppliers passed the test Suppliers 69 23 Number of suppliers failed the test or failed to response Suppliers 0 0 Pass rate 100 100 Elimination rate 0 0"
,should,"In the CR Beer Procurement Management System and the CRWH Procurement Management System, the Group clearly stipulates that suppliers must include Sunshine Undertaking as an annex in the preparation of procurement documents and contracts, requiring suppliers to cooperate in good faith; at the same time, it is clearly stipulated that the working group personnel and reviewers involved in procurement activities should sign the Commitment Letter of Integrity and Self-discipline of Procurement Personnel before participating in procurement, know the relevant regulations of the company on integrity and self-discipline of procurement, and ensure strict implementation of all commitments."
,should,"During the first meeting about on-site certification of suppliers, the Group focused on promoting the culture of integrity procurement to its suppliers, creating a clean working atmosphere, and positively conveying the prohibitions, work disciplines, rules and regulations that such suppliers should know and follow, so as to promote anti- corruption and integrity to a deeper extent."
,should,"Meanwhile, in light of the requirements of the upcoming third round of the central inspection of ecological and environmental protection, CR Beer introduced matters that the enterprise should pay attention to in meeting the central inspection of ecological and environmental protection."
,should,"Mr. Hou Xiaohai, the then CEO of CR Beer, pointed out that CR Beer, as a central enterprise and a listed company, should be down-to-earth in promoting the implementation of its carbon reduction initiatives, and strive to promote its carbon management to a new level in three years."
,should,"In addition, the Group implements the Regulations on the Management of By-products and Waste Materials of CRSB to require that different solid wastes should be stored by category."
,should,"It is stipulated that units at all levels should carry out new, reconstruction or expansion projects, plant site selection and equipment and facilities layout according to relevant requirements, avoid the eco-environment sensitive areas, explore and adopt alternative solutions with less ecological impacts, in order to reduce negative impacts of production and business activities on the surrounding eco-environment."
,should,"Meanwhile, eco-friendly technology should be actively adopted in combination with relevant supporting policies to reduce the direct, indirect and accumulative impacts on biodiversity and ecosystem."
,should,"During raw material procurement, resource consumption and comprehensive utilization, as well as pollutant generation and treatment, etc., priority should be given to clean production technology and processes that can reduce environmental load, and efforts should be made to continuously promote innovation in pollution control equipment and technology, select advanced intelligent equipment and the best feasible pollution prevention technology, and control the duration, intensity and scope of pollutant emission."
,should,"In addition, natural resources should be reasonably developed and utilized, and ecological protection and governance restoration plans should be formulated in accordance with the law and then effectively implemented."
,establish,"Information Security In 2023, the Group issued the Management Measures for the Protection of Employees Personal Information to establish a system for the protection of employees personal information."
,establish,"In addition, we stipulate in the CR Snow Measures for the Administration of Suppliers and the CRWH Measures for the Administration of Suppliers that it is necessary to strengthen the publicity of integrity during the on-site certification of suppliers, require suppliers to read out and seal the Supplier Commitment, promising to support CR Snow to establish an open, fair and competitive business environment and respect the values and management principles of CR Snow, and at the same time putting an end to corruption and win over, so as to form a good cooperation atmosphere with a clean and positive atmosphere."
,establish,"The Group respects staff s rights to participate, establish, and refusal of participation in a labor union, striving to ensure that the labor union is a qualified and exemplary home for employees."
,establish,"In 2023, the Group had been in full compliance with the requirements under Section 11 of the Trade Union Law of the People s Republic of China to establish union with 100 rate on staff participation in the union."
,establish,Management trainee training program of Fearless Trainees and Future Stars training camp It aimed to establish a comprehensive supporting management talent echelon to meet the training needs of the Company s business development for middle-level management.
,establish,"It also formulated the overall renovation plan for abnormal sewage discharge warning and interception, establish unified standards and requirements for renovation, and coordinate equipment selection and inspection standards."
,aim,"The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,could,"By upgrading the customer service system, the service complaints are set to be reviewed by the superior management personnel, so that the business operation departments could gain a better understanding the nature of customer complaints and rectify correspondingly, building a customer-oriented beer enterprise."
,could,"The data of Guizhou Jinsha for the year 2023 has been collected, audited and included in the ESG reporting scope of the year in accordance with the relevant system, but the information for the same period in 2022 could not be collected and disclosed since Guizhou Jinsha had not yet joined as a subsidiary of the Group."
,could,"Or, with strong support from the local government, the Group continuously invest in the pipeline transformation so that sewage could be discharged into the centralized treatment facilities for urban sewage treatment and less would be discharged into nature waters."
,could,"All discarded cans, glass slags and waste cartons from the production process shall be 100 recycled and treated, which could be put back to use later, achieving zero waste in the production process."
,understand,"13 About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report ESG Work level Functions Specific duties and responsibilities The highest accountable level The board To monitor the Company s assessment on the environmental and social impacts ESG To understand the potential impacts and relevant risk of ESG issue on the Company s business model To strengthen materiality assessment and reporting process to ensure accurate and persistent execution and implementation of the policies ESG To review progress based on ESG-related targets and indicators To review and monitor environmental management policies and strategies Decision- making level The senior management ESG To discuss major ESG issues, formulate management approach and future development To identify relevant risks To ensure effective operation of internal control system To formulate and prioritise strategies and targets To review working results To assess effectiveness of overall working mechanism ESG To facilitate top-down ESG integration and to assign relevant duties and responsibilities to various functional departments and branchesSet out below is the functional settings, specific duties and responsibilities of the Group s ESG management"
,understand,"Upon receiving such work order, the customer service consultant must contact the consumer within 30 minutes to understand details and strive to resolve the issue right away to avoid worsening the problem."
,understand,"Professional department customer service counterparts need to respond to the work order within 30 minutes, contact consumers to understand the situation, and strive for the first time for customers to solve the problem."
,understand,"The Group encouraged the staff to express opinions and demands through annual research on corporate culture recognition and various channels, such as interview days with corporate leaders, survey of staff satisfaction, and mailbox of the general manager, so as to understand the staff s satisfaction with their roles and responsibilities."
,understand,"107 About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance ReportScenario Analysis of Climate Change Climate scenario analysis is a powerful tool which can help CR Beer understand the impacts of its business under different emission scenarios, identify significant climate-related opportunities and risks, understand current and future development trends, develop long- term, medium-term and short-term strategies to cope with climate change, and integrate climate-related opportunities and risk factors into the Group s overall strategy."
,understand,GRI3 3 3 3(c) GRI205 GRI205 205 2GRI3-3 Management of material topics Disclosure 3 3(c) (used together with GRI205 Anti-corruption)GRI205 Anti-corruption Disclosure 205-2108 B8 100 General Disclosure Policies on community engagement to understand the needs of the communities where the operation is located and to ensure its activities take into consideration the communities interests.
,fundamental,"21 About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report CHAPTER 1 PRODUCTS AND OPERATING PRACTICES As a member of the food industry, the Group deeply understands that quality products and services are fundamental to an enterprise s success."
,positive,"The Group describes each issue in an accurate, objective and fair manner and discloses both positive and negative information of the Group during the reporting period to ensure balance of the content and help readers to reasonably assess the overall performance of the Group."
,positive,"In addition, we stipulate in the CR Snow Measures for the Administration of Suppliers and the CRWH Measures for the Administration of Suppliers that it is necessary to strengthen the publicity of integrity during the on-site certification of suppliers, require suppliers to read out and seal the Supplier Commitment, promising to support CR Snow to establish an open, fair and competitive business environment and respect the values and management principles of CR Snow, and at the same time putting an end to corruption and win over, so as to form a good cooperation atmosphere with a clean and positive atmosphere."
,positive,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report(IV) STAFF COMMUNICATION AND CARE The Group understands various needs and demands from staff proactively through maintaining intimate and positive communications with them and safeguarding their legitimate rights and interests to create an equal and harmonious working environment."
,patent,"The Group conducted multiple sessions of patent mining training and guidance in 2023, resulting in a 175 increase in the number of invention patents compared to 2022, thereby facilitating the development of high-value patents."
,must,"Upon receiving such work order, the customer service consultant must contact the consumer within 30 minutes to understand details and strive to resolve the issue right away to avoid worsening the problem."
,must,"When customers file complaint details to the relevant department, our customer service officers must delete their relevant personal information."
,must,"The Group insists that power shall go with responsibility, responsibility must be taken, discipline must be pursued, and failure must be accountable; and the disciplinary inspection department of the Group resolutely punishes corruption without wavering, and handles letters and cases in strict accordance with rules, disciplines and laws."
,must,"In the CR Beer Procurement Management System and the CRWH Procurement Management System, the Group clearly stipulates that suppliers must include Sunshine Undertaking as an annex in the preparation of procurement documents and contracts, requiring suppliers to cooperate in good faith; at the same time, it is clearly stipulated that the working group personnel and reviewers involved in procurement activities should sign the Commitment Letter of Integrity and Self-discipline of Procurement Personnel before participating in procurement, know the relevant regulations of the company on integrity and self-discipline of procurement, and ensure strict implementation of all commitments."
,must,"In term of human rights management, the Procurement Management Center of the Group stipulates in the Supplier Commitment of the CRSB Administrative Measures on Suppliers that all suppliers must respect the human rights of employees, protect the basic rights of employees and the working hours of employees, etc., and require suppliers to read and sign the Supplier Commitment."
,clear,"The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,clear,"In terms of governance system, the Group has formulated relevant systems such as CR Beer s Information Security Management Measures, Personal Information Protection Compliance Guidelines, Employee Personal Information Protection Management Measures, as well as Personal Information Protection Policy and Personal Information Protection Impact Assessment and other templates, and follow the personal information processing principles of legality, legitimacy, necessity, integrity, clear purpose, minimal processing, and openness and transparency to carry out personal information protection and management."
,necessary,"The board of directors hold semi-annual meetings with the senior management regularly or special meetings when necessary, to achieve the following ESG management matters The Board is responsible for supervising and approving the sustainable development strategy of the Group, including the 14th Five-Year Plan for EHS management, the Carbon Peak Action Plan, water resource management objectives, etc., to ensure that the Group is moving towards sustainable development."
,necessary,"For complaints about defective product, it is necessary to reply to the customers in the customer service system within 72 hours, maintain the progress of processing, upload photos of physical alcohol drinks, etc."
,necessary,"In addition, we stipulate in the CR Snow Measures for the Administration of Suppliers and the CRWH Measures for the Administration of Suppliers that it is necessary to strengthen the publicity of integrity during the on-site certification of suppliers, require suppliers to read out and seal the Supplier Commitment, promising to support CR Snow to establish an open, fair and competitive business environment and respect the values and management principles of CR Snow, and at the same time putting an end to corruption and win over, so as to form a good cooperation atmosphere with a clean and positive atmosphere."
,necessary,"Within 24 hours, it s necessary to report to CR Snow by telephone and CR working platform in time."
,necessary,"In 2023, CR Beer formulated and issued the Notice on Situation Prediction of Natural Disaster Risks on a monthly basis according to actual business situations in combination with the meteorological and geological disaster information released by the relevant national meteorological departments and emergency management departments, and held an emergency meeting on the Prevention and Response to Extreme Weather Risks if necessary."
,possible,"In 2022, the Legal Compliance Department of the Group followed up the revision of the Anti- Monopoly Law real time, discussed the possible major impacts on the Company s business, made risk warnings and gave corresponding control suggestions."
,possible,"The Group promoted health activities for all employees, advocated a healthy lifestyle, carried out employee health education, created a corporate culture that incorporates health considerations, and coordinated corporate development with employee health; built a good working environment for employees, vigorously implemented 5S on-site management, and created a comfortable and pleasant working environment for employees as much as possible."
,need,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance Report(5) Business linkage the business operation departments need to acknowledge customer complaints."
,need,"Professional department customer service counterparts need to respond to the work order within 30 minutes, contact consumers to understand the situation, and strive for the first time for customers to solve the problem."
,need,"With the full implementation of the second transformation of the organization, in order to better eliminate the blind spots of EHS management and prevent and resolve major EHS risks, combined with the need for responsible interaction, the environmental protection experts provided assistance and business guidance on the risk issues raised by more than 10 production plants in Qiannan, Dongguan, Lanzhou, Hefei, Shangqiu and Hainan."
,would,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance ReportIn addition, at the committee level, the Audit Committee hold semi- annual meetings, in which ESG-related business risks would be reviewed with senior management and the internal audit function."
,would,"Dishonest suppliers would be included in the blacklist of suppliers after approval, with a period of no less than 5 years for cooperation cease."
,would,The cases would then be delegated to be investigated and reported relevant personnel on labor policies.
,would,"The inspection scope covers water pollutants, air pollutants, noise, etc., and the relevant environmental information and the environmental performance of the plants subject to key supervision would be publicly disclosed."
,would,"At the Board level, the Audit Committee hold semi-annual meetings, in which ESG-related business risk would be reviewed with senior management and the internal audit function."
,would,"Or, with strong support from the local government, the Group continuously invest in the pipeline transformation so that sewage could be discharged into the centralized treatment facilities for urban sewage treatment and less would be discharged into nature waters."
,would,"119 About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report Unit 2023 2022Year-on-year change 5, 818 6, 182 5. 9 Glass bottles-new bottles 1, 000 tonnes 1 4, 488 4, 734 5. 2 Glass bottles-recycled bottles11, 000 tonnes 4 Ceramic bottles 1, 000 tonnes 158 160 1. 5 Aluminum cans 1, 000 tonnes 2 331 342 3. 3 Paper packages21, 000 tonnes 12 14 13. 0 Plastic films 1, 000 tonnes 1 2 The data on the Group s consumption of product packaging materials in the past two years are set out as follows 1 Since purchasing new glass bottles would make certain impact on the environment, the Group increases the recycling of glass bottles and reuse them after cleaning and disinfection."
,critical,"Quality Management in the Production Process CRSB has formulated the 4ACCP technical specification, unified the analysis steps and methods of key control points in quality and food safety, standardized the steps and methodologies for the analysis of critical control points of quality and food safety, and regulated the standards of risk hierarchies, hazard exposure, and possibilities."
,critical,"The 4ACCP Control Plan is a control plan developed for the key control points of quality and food safety, which analyzes from the four aspects, i. e. food safety, food fraud, food threat and quality risk, determines key control points and critical limits, develops a control plan, and regularly monitors the implementation of control plan."
,critical,"The Group deeply recognizes that the staff is critical to the development of the Group s business, and is of great significance to our product quality, food safety and service reputation."
,clearly,"The communication contents and content review mechanism are also clearly stipulated in the related guidelines, requiring personnel at all levels to conduct a comprehensive review of the enterprise advertising contents to be released soon, guiding consumers correctly from the root."
,clearly,"Apart from clearly indicating ingredients and alcohol content on product packages, the Group also prompts persuasive signs and words such as Excessive alcohol consumption is harmful to health in print, television, film, and digital advertisements as well as in product labels, taking the initiative to give potential risk warnings."
,clearly,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance ReportThe Group clearly combats commercial bribery, offering or taking bribes, extortion, fraud, money-laundering and other office crimes, and prevents and severely punishes corruption."
,clearly,"The Group clearly prohibits violations of regulations, disciplines and laws, such as illegal connected transactions, taking benefits with power, rent setting and seeking, corruption and bribery, operating enterprises by specific associates through business, and receipt of gifts."
,clearly,"In the CR Beer Procurement Management System and the CRWH Procurement Management System, the Group clearly stipulates that suppliers must include Sunshine Undertaking as an annex in the preparation of procurement documents and contracts, requiring suppliers to cooperate in good faith; at the same time, it is clearly stipulated that the working group personnel and reviewers involved in procurement activities should sign the Commitment Letter of Integrity and Self-discipline of Procurement Personnel before participating in procurement, know the relevant regulations of the company on integrity and self-discipline of procurement, and ensure strict implementation of all commitments."
,clearly,"In terms of the organizational structure of carbon emission management, the Group introduced domestic and foreign carbon emission management professionals, defined full-time carbon management positions, and clearly set up separate carbon emission management positions in the EHS departments of 9 plants with carbon emissions of 26, 000 tonnes or more."
,appropriate,"With a prudent attitude in assessing the impact, the Group strives to achieve sustainable development by implementing appropriate."
,sign,"By formulating standards of supplier screening and on- site accreditation as well as urging suppliers to sign the Supplier Commitment, the Group advocates suppliers to devote themselves to environmental protection, reduction of energy consumption, full recycling of resources, human rights assessment, etc."
,sign,"Besides, the Group requires all suppliers for beer operations and baijiu businesses to sign the Supplier Commitment which covers the following requirements Ethical procurement; Adopting safety protection measures in the working environment to ensure the occupational health of employees; Using effectively existing resources and minimizing negative effects on the environment in the process of production and supply chain; Advocating to shoulder environmental protection responsibility, developing and promoting environment-related technological application; Strictly complying with all applicable national laws and regulations; Respecting the human rights of employees, guaranteeing basic employee rights and working hours of employees, and guaranteeing equal employment; Not using child labour and forced or debt-paying employees, and abiding by the relevant provisions of the Labour Contract Law of the PRC; Carrying out knowledge and compliance tests of suppliers and emphasizing on the social responsibility and obligations such as integrity and self-discipline they should perform."
,sign,"In the CR Beer Procurement Management System and the CRWH Procurement Management System, the Group clearly stipulates that suppliers must include Sunshine Undertaking as an annex in the preparation of procurement documents and contracts, requiring suppliers to cooperate in good faith; at the same time, it is clearly stipulated that the working group personnel and reviewers involved in procurement activities should sign the Commitment Letter of Integrity and Self-discipline of Procurement Personnel before participating in procurement, know the relevant regulations of the company on integrity and self-discipline of procurement, and ensure strict implementation of all commitments."
,sign,"In term of human rights management, the Procurement Management Center of the Group stipulates in the Supplier Commitment of the CRSB Administrative Measures on Suppliers that all suppliers must respect the human rights of employees, protect the basic rights of employees and the working hours of employees, etc., and require suppliers to read and sign the Supplier Commitment."
,sign,"Unit 2023 2022 Safety check-up times Times 3, 070 1, 053 Exclusive funds for safe production purposes RMB0 000 9, 287 5, 285 Safety education and training hours Hours 425, 700 642, 000 Safety training times to employees Times 53, 215 55, 304 Safety training times to suppliers, subcontractors, contractors and other related partiesTimes 23, 799 24, 975 Safety and Emergency drills Times 604 600 Participants 11, 683 11, 800 Safety education training rate 100 100 Occupational disease-related health check-up rate 100 100 Coverage rate of occupational hazard notification and warning sign placement in the workplace 100 100 EHS 115 90"
,sense,"As the saying goes, never forget the source when you drink water, we are deeply aware that every progress and achievement of the Group is closely related to our sense of responsibility to our stakeholders, which has gradually become the cornerstone for the healthy development of our businesses."
,sense,The sense of responsibility and mission of Brewing a Better Life has been integrated into our corporate culture and into every detail of our work.
,sense,"31 About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report(III) ADVOCATING RATIONAL DRINKING AND RESPONSIBLE MARKETING AND PROMOTION As a beer manufacturer with a strong sense of social responsibility, the Group actively responds to the national advocation of rational drinking and promotes a healthy and edified lifestyle, ensuring fair, reliable, and responsible marketing information."
,sense,"The Group holds regular meetings with staff representatives to listen to their appeals, and establishes and promotes their sense of ownership."
,like,"The Group keeps a thorough internal communication system through various channels like visits to frontline operation, communication with the general manager and mail box."
,like,"Once extreme weather such as drought and flood are found in raw material regions, the department will assess the impacts of the events on the production of each local agricultural product, including raw materials like barley, hops, auxiliary materials and rice, which enables us to not only avoid the brewing beer raw material shortage problem, but also effectively respond to uncertainties like rising of prices and production costs."
,strive,"In the future, the Company will focus on product premiumization, brand diversification and internationalization and will strive to become an industrial-leading, international and green brewery enterprise which has earned consumers trust and is the pride of our staff."
,strive,"Therefore, the Group consolidates the concept of sustainable development into corporate strategy, major decisions and daily operations, continuously improves its own management standard, strive to provide high-quality products to and creates value for customers, and promotes corporate sustainable development."
,strive,"Upon receiving such work order, the customer service consultant must contact the consumer within 30 minutes to understand details and strive to resolve the issue right away to avoid worsening the problem."
,strive,"Professional department customer service counterparts need to respond to the work order within 30 minutes, contact consumers to understand the situation, and strive for the first time for customers to solve the problem."
,strive,"Mr. Hou Xiaohai, the then CEO of CR Beer, pointed out that CR Beer, as a central enterprise and a listed company, should be down-to-earth in promoting the implementation of its carbon reduction initiatives, and strive to promote its carbon management to a new level in three years."
,officially,"PURPOSE OF THE REPORT This is the eighth annual Environmental, Social and Governance ( ESG ) report officially published by China Resources Beer (Holdings) Company Limited."
,officially,"In 2023, the Group officially initiated the construction of Carbon-neutral Plant and expected to complete the construction for at least two Carbon-neutral Plants and obtained the certification by the end of 2024, to respond to the state s carbon emission peak and carbon neutrality policy."
,officially,"In order to strengthen the supply of baijiu raw materials, the Group officially launched a Red Sorghum Planting Project in the end of 2023."
,officially,"CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED Environmental, Social and Governance ReportIn terms of new product development, the Group s beer business officially launched the new product Heineken 0. 0 beer in China in May 2023."
,officially,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance Report j d Case Official inauguration of CR Beer Carbon Neutrality R&D Center to boost the dual carbon initiative CCUS (Carbon Capture Utilisation and Storage) In line with the trend of green development in the wine industry, CR Beer Carbon Neutrality R&D Center was officially inaugurated on 19 January 2024."
,officially,"In response to the new national standard of Beer Bottle implemented officially on 1 August 2021, and the national call for energy saving and emission reduction and the Group s strategic promotion of high-quality product, the Group focuses on building a recycling glass bottle system along the supply chain making full use of recyclable beer bottles in compliance with regulations."
,love,"About The Group To Our Shareholders Corporate Governance Financial Statements Environmental, Social and Governance Report 2023 e Environmental, Social and Governance ReportCHAPTER 4 SOCIAL RESPONSIBILITY The Group has been enthusiastic about community investment and actively participated in environmental protection, disaster relief and poverty alleviation, education promotion, the fight against the pandemic, rural revitalization, etc., to send a message of love and bring greater good to the society."
,able,"By establishing an EHS incentive mechanisms, formulating assessment methods with rewards and punishments specified, the Group is able to achieve and decompose EHS indicators for better implementation."
,able,"Through in-depth communication with government departments, industry associations, scientific research institutes, universities and colleges, upstream and downstream enterprises, as well as on-site investigation and analysis of the breeding, planting, and production sites of domestic beer barley, the Group was able to carry out relevant exploration and practice in terms of supply chain strategic cooperation, new variety research and development testing, and application and promotion of national barley, and was awarded the China Alcoholic Drinks ESG 2022 Excellent Social Welfare Case by the China Alcoholic Drinks Association."
,able,"Through real-time intelligent monitoring, on-site random inspection, special training, strict assessment, warning conference and other methods, we are able to raise food safety awareness of employees, suppliers, related parties and outsourcers."
,reasonable,"The meeting analyzed the situation and problems faced by CR Beer in achieving carbon neutrality, and promoted the smooth progress of CR Beer s carbon neutrality work in a scientific, reasonable and orderly manner."
,view,"In terms of its business, The Group is in strict compliance with the customer information confidentiality principle managed through combining uniform management and differential management and hierarchical management, and all levels can only view complaints and consumer information within their authority."
