IsStance,marker,sentence
,realize,Case study Sinopec refineries realize pollution-free emission of flue gas 2021 Corporate Social Responsibility Report China Petrochemical Corporation49 48
,realize,Feature Sinopec Qilu Petrochemical Shengli Oilfield CCUS Project First million-tonne CCUS project helps realize carbon peak and carbon neutrality goals 2021 Corporate Social Responsibility Report China Petrochemical Corporation57 56
,realize,"In 2021, Sinopec Easy Joy launched the Micro Hope Plan themed on Helping rural teachers to realize their dreams; implementing public welfare activities featuring aspiration, illumination, calling and realizing dreamsSinopec supports and encourages its proprietary brands to participate in social welfare programs and help enhance brand reputation and corporate influence."
,realize,"In 2021, Sinopec Easy Joy implemented its Micro Hope Plan, a public welfare program dedicated to helping rural teachers and supporting rural education through such activities as My Teacher and I drawing; helping 2, 021 rural teachers to realize their dreams; and providing rural teachers with an opportunity to appreciate the Winter Olympics."
,realize,"111 110 2021 Corporate Social Responsibility Report China Petrochemical Corporation Index Contents SDGs GRI Standards CASS-CSR 4. 0 -- Petrochemical IndustryLocation in the report About the report 101 P1. 1-1. 3 P02 Message from the Chairman 102, 305 P2. 1-2. 2 P06-07 About Us 102, 201, 409, 419 P4. 3-4. 4, M1. 1, M1. 4, S1. 2 P09-11 Highlight 1 Empowering the green Winter Olympics to achieve the ice and snow dreams Goals 7, 9 102 P3. 1-3. 2, S4. 9 P12-17 Highlight 2 Continuing rural revitalization and supporting common prosperity Goals 1, 2, 3, 4, 8, 9, 11203, 413, 415 P3. 1-3. 2, S4. 5, S4. 12-4. 14 P18-23 Cleaner energy serves people's demand for a better lifeEnergy transformation to ensure energy supply Goals 7, 9102, 203, 302 M2. 1, E2. 6 P28-31 Promoting modern chemical industry with premium materials201, 203 M2. 1 P32-33 Nurturing momentum for innovation-driven development102, 201 M2. 4-2. 7 P34-36 Production and operation with safety and stability403 S3. 1-3. 4, S3. 6-3. 7 P37-39 Feature Develop the layout of the hydrogen energy industry chain to establish a clean and low-carbon energy system102, 201, 203 M2. 1, M2. 4, E1. 9 P40-41 Environmental protection efforts promote green developmentManaging the environment to consolidate the foundation for environmental protection Goals 7, 13, 14, 15307 E1. 1-E1. 2, E1. 5 P44-45 Pursuing clean production to build green enterprises301, 303, 305, 306 E2. 8, E2. 11-2. 15, E2. 17-2. 18 P46-50 Saving energy and reducing carbon emissions to tackle climate change302, 305 E1. 9, E1. 12, E2. 3-2. 4, E2. 6, E2. 23-2. 25 P51-53 Protecting the ecology to build a better world304 E3. 3-3. 5 P54-55 Feature First million-tonne CCUS project helps realize carbon peak and carbon neutrality goals102, 305 M2. 4, E1. 9, E2. 24 P56-57 Creditable cooperation with partners for higher valueDelivering employee value through talent development Goals 3, 5, 8, 12, 17102, 401, 403, 404, 405, 406, 407, 408, 409S2. 1-2. 8, S2. 10-2. 18 P60-63 Improving the customer experience through brand leadership416, 418 M2. 1-2. 2, M2. 11-2. 18 P64-66 Jointly building an industrial chain to boost industrial development308, 414 M3. 1, M3. 3-3. 4, M3. 6, M3. 10-3. 12, M3. 15-3. 16 P67-71 Feature Working for comprehensive energy service station to meet customers' diverse needs102, 416 M2. 1 P72-73Contents SDGs GRI Standards CASS-CSR 4. 0 -- Petrochemical IndustryLocation in the report Better life and improvement of people's wellbeingServing the overall development through tax payment Goals 4, 11, 16201, 203 S1. 3 P76 Protecting lives and health through pandemic response413, 415 P3. 1-P3. 2, S2. 12 P76-77 Improving people's wellbeing through public welfare and charity413, 415 S4. 6-4. 11, E3. 6 P78-83 Feature The Gas Station That Cares - A Better Road Home through 10-year dedication413 S4. 9-4. 11 P84-85 Opening-up to build a better world togetherWorking on production capacity to promote economic development Goals 16, 17203 M2. 1, S4. 1 P88-91 Safe and environment-friendly products to protect the earth304, 305, 403S2. 11, S3. 3, E1. 1, E1. 3, E1. 9, E2. 1, E2. 24, E3. 4, E3. 6P92-93 Local employment enhances cultural fusion401, 404, 405, 406 S2. 15, S2. 17, S4. 2-4. 3 P94 Community co-construction builds a bridge of friendship203, 204, 413 P3. 1, S4. 1, S4. 4, S4. 10 P95 Feature Join hands to build a better Hong Kong based on the Belt and Road Initiative203, 304, 401, 404, 413P3. 1, M2. 1-2. 2, S4. 2-4. 3, S4. 10-4. 11, E1. 3, E1. 7, E2. 7, E3. 6P96-97 Effective management consolidates the foundation of sustainable developmentResponsible organizations for improving governance system Goal 17102 G1. 1-1. 2, G3. 1-3. 3, G4. 1 P101 Responsibility integration for deepening responsibility fulfillment102, 103 G2. 1, G2. 3 P102 Responsibility communication for shaping the brand image102 G2. 4, G6. 2-6. 3 P103 Feature Strengthening ESG management and information disclosure to highlight the image of Sinopec as a responsible enterprise102, 103 G2. 3-2. 4, G3. 2-3. 3, G6. 3 P104-105 Future prospects 102 A1 P106 AppendixKey performances201, 302, 401, 403, 405, 415A2 P108-109 Index A5 P110-111 Report rating A4 P112 Feedback A6 P113"
,seek,"As a result, it has taken the initiative to seek an appropriate position in the new nationwide system; continued to deepen reform of science and technology systems and mechanisms; continued to seek breakthroughs in core technology; further its digital intelligence transformation; and push for high-level scientific and technological self-reliance."
,seek,"Environmental protection efforts promote green development As we seek a comprehensive green transition across the economy and society and focus on green and low-carbon development of energy, we will accelerate the creation of a industrial structure, mode of production, lifestyle and spatial pattern based on resource conservation and environmental protection, and take the path to green, low-carbon and high-quality development that puts ecology first, so as to ensure the realization of carbon peak and carbon neutrality as planned."
,determined,"Since the late 1980s, Sinopec has been determined to integrate into Hong Kong and serve Hong Kong."
,complex,"Analysis of the complete set of technology of million tonnes of ethylene for complex raw materials won the first prize of the National Scientific and Technological Progress AwardAnalysis of the complete set of technology of million tonnes of ethylene for complex raw materialsFirst Prize Technology and application of high efficient development for major complex carbonate reservoirs The key engineering technology of high water-cut oilfields to enhance oil recoverySecond Prize Theoretical technology and demonstration application of subtle oil pools in fault basins Taking the Jiyang depression as an exampleSecond Prize Key preparation technology, equipment and application of high thermal conductivity mesophase oil-based carbon fibersSecond Prize Second Prize Second Prize Second PrizeWide-area collaborative high-end large-scale programmable automation system and its application National Technology Invention Award Controllable coordination polymerization of olefins and preparation technology of high performance elastomers National Scientific and Technological Progress Award 2021 Corporate Social Responsibility Report China Petrochemical Corporation35 34"
,complex,"In the context of the severe and complex overseas pandemic, Sinopec adjusted its prevention and control priorities, intensified its efforts, improved measures, and implemented the 3345 guideline."
,complex,"Model of China-Russia energy cooperation -- UDM project In June 2019, Sinopec and SIBUR signed a contract on the main conditions for the establishment of the future joint venture which would invest in a large-scale chemical complex project (Amur Gas Chemical Complex) in the Amur region of the Russian Far East."
,feel,"The conductor of Fuxing G2481 introduced Sinopec brand and Winter Olympics ice cultureInnovative philanthropic Activities to share the Olympic passion Sinopec combined education support with sports events, and innovative Winter Olympic philanthropic activities, dedicated to helping children in poverty-stricken areas learn about the Olympics; feel the charm of the Olympics, and realize Olympic dreams."
,feel,The camp lasted for 5 days and 35 young campers from Dongxiang County in Gansu and Bangor County in Tibet came to Beijing to experience winter sports; visit the Winter Olympics Exhibition Hall and scenic spots; feel the Dual Olympic City; and start the journey of fulfilling their dreams.
,conclusion,"Rating of 2021 Corporate Social Responsibility Report of China Petrochemical Corporation Rating basis Guidelines on Corporate Social Responsibility Reporting for Chinese Enterprises (CASS-CSR 4. 0) of the Chinese Academy of Social Sciences (CASS-CSR 4. 0 and the 2020 Standards for Rating of CSR Report of Chinese Enterprises of the Chinese Expert Committee on CSR Report Rating. Rating process 1. The rating team reviewed and confirmed the CSR Report Process Data Confirmation and related supporting materials submitted by the CSR Report compilation team; 2. The rating team evaluated the writing process and content of the CSR Report, and drew up a rating report; 3. The vice-chairman, head and experts of the rating team jointly signed the rating report. Rating conclusion Process The CSR Office of the Sinopec Group (Publicity Department of the Sinopec Party Leading Group) set up a report preparation working group to coordinate the report compilation work, and controls the overall direction and key nodes; and the Social Responsibility Committee of the Board of Directors is responsible for the final review of the report."
,hard,"Further, the company is offering rewards and incentives in technology and has promoted several model performers, such as The Most Beautiful Striver Min Enze; the Role Model of the Times Chen Junwu, who has spirit of hard work and perseverance; and the three honests and four stricts."
,hard,We also implemented a large-scale mode to tackle hard-nut problems in science and technology; and partnered with key domestic manufacturers to work on 24 key projects with an R&D spending of 20 million yuan.
,hard,"Zhejiang Petroleum17, 000 employees were found no infections2, 000 gas stations kept openingearly December 2021Hebei Petroleum1, 600 gas stations kept opening7, 600 employees kept workingearly 2021Sinopec has worked hard to support local pandemic prevention and control."
,vital,The project guarantees the development of new energy in the oilfield; supports the green nod to commence shale gas exploration; and plays a vital role in the environmental protection of the whole region.
,gather,"Innovation The CSR Report had three major CRS themes Celebrate the centenary of the founding of the Party, and gather the strength to forge ahead, Empowering the Green Winter Olympics to achieve the ice and snow dreams, and Continuing rural revitalization and supporting common prosperity, and highlights Sinopec's activities on responding to the 100th anniversary of the founding of the Communist Party of China; contributing to the Green Olympics and rural rejuvenation; showing Sinopec's performance as a responsible central enterprise."
,happy,"Caring for retired employeesIn keeping with the idea of enabling retired employees to live a happy life is our responsibility, Sinopec has practiced respecting and caring for the elderly heart and soul, improving their mental and physical health through health check-ups, field visits, recreational and sports activities, greetings and psychological counseling by telephone amid the pandemic."
,fact,"In fact, the white smoke emitted from the refinery is completely different from black smoke, as it is all water vapor which adds to air humidity in cold and dry winters instead of polluting the air."
,proud,"As the official partner of the Beijing 2022 Winter Olympic and Paralympic Games, Sinopec was proud to serve, adhering to the theme of Clean Energy for the Winter Olympics; actively meeting energy supply requirements; providing material security; volunteer services and other aspects of work; and contributing to the hosting of an extraordinary and outstanding Olympic event."
,well-known,"A number of top talents have won national honorary titles; two academicians were elected to the Chinese Academy of Engineering; and 80 experts with outstanding contributions from the group were selected and commended, along with 20 well-known petrochemical personnel and 200 technical specialists."
,well-known,"After 10 years of operations, The Gas Station That Cares A Better Road Home has become a well-known public welfare brand in China, and won honors such as Superior Achievement in Branding and Reputation Awards; The Gold Standard Award for Corporate Citizenship; and the China Youth Volunteer Service Project Silver Award, among others."
,well-known,"Sinopec Hong Kong owns a fleet of bunkering vessels, providing high-quality fuel oil tanker bunkering services to well-known domestic and foreign shipping companies as well as ex-warehouse sales and wholesale of marine fuel oil for ships in Hong Kong."
,lucky,"Sinopec coordinated 243 gas stations to provide people who stayed put and those who worked during the Spring Festival with 1 10 X 1 free services, including complimentary Easy Joy lucky bags; and free delivery of Spring Festival purchases."
,conclude,"All chapters conclude with a feature report, highlighting Sinopec's practice in fulfilling CSR."
,doubtful,"Business disclosure Pay close attention to key areas; carry out special inspections of key construction projects; revise and improve more than 20 relevant systems and regulations; strengthen online supervision of business disclosure; regularly investigate, analyze, classify and deal with doubtful issues."
,inevitably,"After the well cementing, the on-site cleaning of the cement trucks involves connection and disassembly of pipelines and opening and closing of gates, which inevitably causes dispersion of cement dust or additives, and consequently pollution of underground water."
,naturally,"Its design philosophy is naturally reconstructing the wetland and it has introduced new methods and ideas for purifying and recycling sewage from heavy chemical enterprises, it took the lead in Beijing in the ecology-oriented purification of industrial sewage that combines the treatment of industrial sewage discharged after meeting required standards; the natural ecological restoration system of wetland; and built the sewage treatment plant into a picturesque wetland park."
,key,"2 China Resources Beer (Holdings) Company LimitedABOUT THIS REPORT Global Reporting Initiative GRI GRI Materiality The Group has commenced materiality assessment during the Reporting period, under which our report preparation team works with key stakeholders to identify material issues so as to confirm the disclosable information and details of each issue."
,key,"Through strategic actions such as establishing star- rated supplier system, revitalizing domestic barley cultivation and building premium key customers platform, we lead suppliers and channel partners to grow together and build a new world of beer."
,key,"In compliance with the disclosure requirements of the Listing Rules and based on key performance indicators, taking into account its own strategy and operating focus, with reference to the best practices in the industry and domestic and international social responsibility standards, the Group analyzed and prioritized all ESG issues based on the two dimensions of Materiality to the sustainable development of CR Beer and Materiality to stakeholders, and identified the material issues as shown in the matrix of material issues, with which the Group formulated the framework of disclosure and information to be disclosed."
,key,"Currently, 66 key control points for food safety production have been established to effectively prevent and resolve food safety risks."
,key,"China Resources Beer (Holdings) Company Limited The Group s administration on supply chain of productive materials complies with the regulations of CRSB Administrative Regulations on Procurement Tenders of Productive Materials and CRSB Administrative Measures on Suppliers of Productive Materials and other systems for the procurement process including tendering and price inquiry based on three key principles of fair, open and justice."
,key,"In 2021, the Group has reached strategic co-operation with key raw material suppliers and signed 4 long-term co-operation agreements for domestic hops procurement and 11 long-term co-operation agreements for imported hops procurement."
,key,"China Resources Beer (Holdings) Company Limited 19, 600 27, 500 100 50 100 100 100 The Group focuses on controlling corruption, bribery and other delinquencies from the source to radically reform and concentrate on nipping the bud, enhances precaution control of major areas such as bidding, procurement, engineering, operation and capital management as well as key positions."
,key,"During the reporting period, the Group organized trainings relating to business ethics, anti-corruptions and integrity in which over 19, 600 enrolments participated the trainings, covering medium and senior management personnel and key staff positions of engineering projects, procurement, finance, sales, etc., with a total of over 27, 500 training hours."
,key,"At the same time, key data information was checked on an irregular basis each month by the Group and relevant regular training was organized to ensure the system operate normally and can be operated by the staff properly."
,key,"The Group s strategy focuses on the following key elements strategy undertaking, leaders nurturing, resource building, platform operation and technology empowerment to carry out talent development work so as to co-operate with the Group s policy of Quality Development for Success in Premium Segment for strategic promotion and development."
,key,"Professional staff in key positions 2021 79 The 2021 Channel Magic Weapon talent development project tailored to 79 people from key channel marketing positions has been completed with the three outputs of talent training, case study and activity templates at the same time."
,key,"In addition, the Group actively communicated with its core suppliers and selected key suppliers of malt, glass and paper product among others to compile their applicable carbon emission calculation basic forms to initially pull the carbon emission statistics of major key suppliers."
,will,"In the future, the Company will focus on product premiumization, brand diversification and internationalization and will strive to become an industrial-leading, international and green brewery enterprise which has earned consumers trust and is the pride of our staff."
,will,"In response to the rising prices of raw materials and packaging materials, the Group will continue to closely monitor the market dynamics of domestic and foreign raw materials and packaging materials, and replenish stocks reasonably at appropriate times and implement staggered peak procurement to mitigate the pressure of rising prices."
,will,"In addition, in response to the business development of competitors in bars and bistros, the Group will actively explore the expansion of its bistro business and develop new marketing channels for beer products."
,will,"At the same time, the Group will continue to effectively strengthen the promotion and channel marketing of its domestic and international brands, promote the implementation of business initiatives such as the four standards of talent selection, manufacturing excellence, upgrading informatization, operational reforms and marketing digitization to enhance the Group s competitive position."
,will,"In the following chapters of the Report, we will elaborate on the policies, measures and performance in relation to each material issue in detail, in order to respond to the expectations of stakeholders towards us, and to further adjust future sustainable development strategies, internal risk assessment and monitoring."
,will,"Before launching of newly developed products, the beer and packaging materials will undergo food safety assessment, which includes testing of microorganism in beer, taste testing, food safety inspection, functional testing of packaging materials, food safety verification, etc."
,will,"Once the false advertisements are found forwarded, they will be reported and properly handled in a timely manner to minimize social impact, and investigation and accountability will be conducted to eliminate false marketing from the source."
,will,A unified test regarding what should understand and follow for the existing suppliers will be carried out every three years to intensify the governance and transparency of the suppliers.
,will,Companies who fail to meet the standard or response will be eliminated from the list of supplies of the Group and the co-operation will be ceased for two years.
,will,"Through joint research and discussion with upstream industry chain players such as breeding, planting, malt processing and malt use enterprises, as well as the beer companies, relevant government departments and industry associations, we will work together to explore the revitalization of the domestic barley industry."
,will,"During the reporting period, the Group did not encounter any violation of laws and regulations in relation to human rights and labour rights, which will have significant impact to our business operation, results, financial status and reputation."
,will,"After induction or redesignation of a staff, a mentor will be selected for such staff according to his her actual needs."
,will,Such two persons will be matched to contractually form an apprenticeship which will help the staff to quickly become an independent and qualified staff.
,will,"Once extreme weathers such as drought and flood are found in raw material regions, the department will assess the impacts of the events on the production of each local agricultural product, including raw materials like barley, hops, auxiliary materials and rice, which enables us to not only avoid the brewing beer raw material shortage problem, but also effectively respond to uncertainties like rising of prices and production costs."
,will,"On the other hand, the shortage problem of global water resources will have impacts on the production and operation of beer in the future due to the deterioration of gradually frequent drought and flood disasters."
,will,"This action will help strengthen the management and control of the Group on climate change risks, and develop long-term, medium-term and short-term strategies to cope with climate change."
,will,"At the same time, in line with China s 14th Five-Year Plan vision, we will formulate our plan of further reducing carbon emissions and saving resources used in our production process, taking into account the requirements of the Stock Exchange of Hong Kong and the regulatory authorities."
,will,"In the future, the Group will continue to sort out beer production projects, strengthen internal energy efficiency management, continue to improve water efficiency, increase water recycling, and strengthen watersaving renovations."
,will,"In addition, we will continue to study the comprehensive utilization of brewery wastewater effectively, turning waste into treasure and recycling resources effectively."
,project,"10 China Resources Beer (Holdings) Company Limited Award Awarded entity project e For environmental, health and safety management Hong Kong Green Awards by Hong Kong Green Council Environmental, Health and Safety Award Gold Green Management Award Silver Green Management Award Silver China Resources Snow Breweries (Heilongjiang) Co., Ltd. China Resources Snow Breweries (Guangdong) Co., Ltd. China Resources Snow Breweries (Si Chuan) Co., Ltd. Suining Branch Green Plant recognized by Development and Reform Commission and Economic and Information Commission in Shanghai China Resources Snow Breweries (Shanghai) Co., Ltd. e e 2020 2020 leading Water Efficient Enterprise recognized by Development and Reform Commission, Ministry of Industry and Information Technology, Ministry of Water Resources and General Administration of Market Regulation China Resources Snow Breweries (Shanghai) Co., Ltd. Guangdong Province Water-saving Enterprise awarded by Water Supplies Bureau of Guangdong Province Snow Breweries (Dongguan) Co., Ltd. Water-saving Enterprises recognized by Department of Housing and Construction and Development and Reform Commission of Guangdong Province China Resources Snow Breweries (Guangdong) Co., Ltd. Water-saving Enterprises recognized by Water Supplies Bureau and Economic and Information Department of Anhui Province China Resources Snow Breweries (Anhui) Co., Ltd. Bengbu Branch Water-saving Enterprises recognized by Economic and Information Department of Zhejiang Province China Resources Snow Breweries (Zhejiang) Co., Ltd. China Resources Snow Breweries (Wenzhou) Co., Ltd."
,project,"11 2021 Environmental, Social and Governance Report Appendix About this report Foreword About Us Environmental, Social and Governance System Chapter 4 Social Responsibility Chapter 1 Products and Operating Practices Chapter 3 Environmental Protection Chapter 2 Care for Staff ABOUT US Award Awarded entity project For product quality China Alcoholic Drinks Association Outstanding Contribution Award in Science and Technology Advancement of China Alcoholic Drinks under Special Award for Science and Technology Advancement International Advanced Level CRSB The project Research and Application of Key Technologies for Beer Bottle Design and Quality Assurance under Consumption Upgrade China Quality Association 2021 China Enterprise Brand Innovation Achievement Award 2021 The highest star rating of Five Star Plant QC Professional Level and Improvement Level in Six Sigma Green Belt Recognition and the QC Achievement Presentation Competition The project of Premium Diversified Product Innovation to Lead the High- quality Development of the Beer Industry Longli plant in Guizhou Province TPO Improving the TPO (Total Packaging Oxygen) qualification rate of fresh beer and other improvement projects The Ningbo Fenghua District Quality Award The Ningbo plant in Zhejiang Province The Xiangxi Autonomous Prefecture Governor s Quality Award The Xiangxi plant in Hunan Province"
,project,12 China Resources Beer (Holdings) Company Limited Award Awarded entity project For social responsibility award The 11th China Charity Festival Corporate Social Responsibility Industry Model Award CRSB 2021 e The 2021 KNX X Awards Best Practice in Talent Development and Best Employer Award The Outstanding Enterprise in Human Resources Development and Quality Assurance Award by the China Human Resource Development Association The Outstanding Corporate Culture of the Year by the China Corporate Citizenship Forum The Snow Corporate Culture Construction The honorary certification of China Exemplary Enterprise University 2020-2021 e The 2020-2021 China Talent Development Elite Award Benchmark Unit and Best learning Project by Training Magazine HRoot 2021 (HRBP) The Best Practice of learning and Development (HRBP) in Greater China 2021 by HRoot CSTD The 6th China learning Design Competition Gold Award by Chinese Society for Talent Development (CSTD) The CRB Learning and Innovation Centre
,project,"13 2021 Environmental, Social and Governance Report Appendix About this report Foreword About Us Environmental, Social and Governance System Chapter 4 Social Responsibility Chapter 1 Products and Operating Practices Chapter 3 Environmental Protection Chapter 2 Care for Staff ABOUT US Award Awarded entity project 2021 Golden Goblet Awards of China liquor Industry 2021 by National Business Daily Listed Company with the Best Return on Investment Star Product Snow Draft Beer CR Beer 2, 000 1, 865 Ranked 1865th among Global 2000 by Forbes CR Beer 500 330 Ranked 330th among Fortune China 500 by Fortune China CR Beer HKIRA 7th Investor Relations Awards by Hong Kong Investor Relations Association Overall Best IR Company Awards Large Cap ESG Grand ESG Award Large Cap Best IR Company Large Cap Best IR by CEO Large Cap Best IR by CFO Large Cap Best IR Team Large Cap Best IRO (Investor Relations Officer) Large Cap Best ESG (E) Large Cap Best ESG (S) Large Cap Best ESG (G) Large Cap Best Investor Meeting Large Cap Best Investor Presentation Material Large Cap Best Annual Report Large Cap 5 5 years IR Awards Winning Company Large Cap CR Beer"
,project,"14 China Resources Beer (Holdings) Company Limited Award Awarded entity project 2021 Hong Kong Outstanding listed Enterprises 2021 Outstanding Beer Enterprise Award by Economic Digest magazine CR Beer am730 2021 listed Company Excellence Awards 2021 by am730, PR Asia and IFENG HK STOCKS CR Beer 2021 2021 All-Asia Executive Team survey by Institutional Investor Most Honored Company (Consumer Staples Sector) Best CEO (First Place in Consumer Staples Sector) Best CFO (First Place in Consumer Staples Sector) Best Investor Relations Professional (Second Place in Consumer Staples Sector) Best Investor Relations Professional (Third Place in Consumer Staples Sector) Best Investor Relations Team (First Place in Consumer Staples Sector) Best ESG (First Place in Consumer Staples Sector) Best Investor Relations Program (First Place in Consumer Staples Sector) CR Beer 2021 Asian Excellence Recognition Awards 2021 by Corporate Governance Asia Asia s Best CEO (Investor Relations) Asia s Best CFO (Investor Relations) Best Investor Relations Company Best Environmental Responsibility Best Investor Relations Professional CR Beer"
,project,"15 2021 Environmental, Social and Governance Report Appendix About this report Foreword About Us Environmental, Social and Governance System Chapter 4 Social Responsibility Chapter 1 Products and Operating Practices Chapter 3 Environmental Protection Chapter 2 Care for Staff ABOUT US Award Awarded entity project 2021 e Asian ESG Awards 2021 by Corporate Governance Asia Asia s Icon on Corporate Governance ESG Influencer Asian Corporate Director Recognition Awards CR Beer The 9th Outstanding Corporate Social Responsibility Award by The Mirror Outstanding Corporate Social Responsibility Award CR Beer IR Magazine 2021 IR Magazine Awards Greater China 2021 by IR Magazine Best Overall Investor Relations (Large Cap) Best Investor Relations Officer (Large Cap) Best in Sector Consumer Staples CR Beer 2021 Asia s Outstanding Companies Poll 2021 by Asiamoney Most Outstanding Company in Hong Kong Consumer Staples Sector CR Beer 2021 TOP 2021 Gold Enterprise Ranking by Snowball TOP Investment Value Ranking CR Beer 2021 TOP100 2021 list of Chinese listed Companies by Brand Value TOP100 by National Business Daily and Tsinghua SEM China Business Research Center CR Beer (World Brand lab) 2021 NO."
,project,"Environmental, Social and Governance Report Appendix About this report Foreword About Us Environmental, Social and Governance System Chapter 1 Products and Operating Practices Chapter 4 Social Responsibility Chapter 3 Environmental Protection Chapter 2 Care for Staff CHAPTER 1 PRODUCTS AND OPERATING PRACTICES Unit 2021 2020 number of procurement tenders organized by the Procurement department under the Production Center Tenders 56 23 number of suppliers participated Suppliers 196 182 Contracts or agreements signed Contracts 181 141 signing rate of sunshine undertaking by suppliers 100 100 12 1 6 2 1 1 1 The following table shows the statistical data of the centralized procurement tenders organized by the Procurement Department under the Production Center of the Group in the past two years In 2021, the Group conducted a total of 12 audit programs in relation with business ethics and integrity, including 1 financial and operational management audits, 6 marketing and operational business project audits, 2 engineering management audits, 1 capital management audit, 1 research and development and technology investment audit and 1 informationization audit."
,project,"In 2021, the projects in Zhejiang were officially put in operation, including the 100, 000 kilolitres capacity expansion project at the Jiashan plant and the 90, 000 cans per hour production line project at the Wenzhou plant."
,project,"Professional staff in key positions 2021 79 The 2021 Channel Magic Weapon talent development project tailored to 79 people from key channel marketing positions has been completed with the three outputs of talent training, case study and activity templates at the same time."
,project,"On the basis of the regular statement about pollutant emission, the Group strengthened energy saving and emission reduction targets, and implement special project management."
,project,"By the end of 2021, the Group had implemented 26 projects at an investment cost of nearly RMB30 million, mainly for upgrading sewage treatment system to comply with the new standard, sewage biogas recovery and utilization project and sludge membrane filter press project."
,project,"The project researched on how to recycle and utilize resources according to the characteristics of brewery wastewater, aiming to reduce cost and increase efficiency."
,project,"The laboratory experiment of the project has been initially completed, following with two pilot tests carried out in Foshan Plant and Yantai Plant of CR Beer."
,project,"Under the premise of ensuring the quality and capacity of the beer bottle remain unchanged, the lightweight beer bottle of this project achieved a 17 reduction in bottle weight with energy consumption and carbon emissions per unit of beer bottle decreased by 18."
,project,"In 2021, the Group encouraged each internal unit to carry out various types of project, including Care for Left-behind Children Project of Qiannan Plant; Environmental Day and Safety Month promotional event at Yilan Plant; Anshan Sales Region organized a Warmth Dedication event to donate warm clothes and food to Gangcheng sanitation workers; Fujian Regional Company commenced a series of public welfare activities, including Learn from Lei Feng volunteer service, community cleaning, blood donation, anti-pandemic volunteer service, etc."
,project,"In 2021, the construction of CR Snow headquarters and CR Snow beer town construction project had been commenced."
,plan,A special food safety team was formed during the year to carry out hazard analysis based on the technical specification and formulate and execute hazard control plan.
,plan,"In addition, we advance the priority of quality through optimizing the inspection plan and procedure, which helps to achieve win-win situation with strong suppliers through agreement on strategic co-operation."
,plan,"At the same time, in line with China s 14th Five-Year Plan vision, we will formulate our plan of further reducing carbon emissions and saving resources used in our production process, taking into account the requirements of the Stock Exchange of Hong Kong and the regulatory authorities."
,can,The factory should analyze and rectify each bottle or can of beer in physical form.
,can,Staff are forbidden to obtain contact numbers of consumers and can only contact consumers through call center platform.
,can,The Group strictly complied with the national and local laws and regulations in respect of the arrangement on staff working hours and holidays to ensure staff can obtain basic rights and interests.
,can,"At the same time, key data information was checked on an irregular basis each month by the Group and relevant regular training was organized to ensure the system operate normally and can be operated by the staff properly."
,can,resourCeful utiliZation of beer waste water The Group actively promoted the resourceful utilization of beer waste water in respond to the new policy stated in National Water Pollutant Discharge Standard that sewage with better biochemical properties discharging into centralized sewage treatment facilities can apply negotiated discharging limit.
,can,"On the one hand, it can effectively recycle brewery wastewater, reduce the cost of enterprise sewage treatment, and reduce carbon emissions."
,can,"On the other hand, downstream sewage treatments facilities can reduce the addition of nutrients and save the cost of purchasing carbon source externally, which can stabilize water quality while lowering operational costs."
,significant,"In 2021, the sales volume of the sub-premium beer segment and above reached approximately 1, 866 thousand kilolitres, representing a year-on-year increase of 27. 8 with a significant improvement in the product mix."
,significant,COMMUNICATION WITH STAKEHOlDERS The Group understands the significant importance of stakeholders to the Group s business management and development.
,significant,"Environmental, Social and Governance Report Appendix About this report Foreword About Us Environmental, Social and Governance System Chapter 4 Social Responsibility Chapter 1 Products and Operating Practices Chapter 3 Environmental Protection Chapter 2 Care for Staff ENVIRONMENTAL, SOCIAL AND GOVERNANCE SYSTEM Materiality Matrix and table of all stakeholders 1 Integrity and compliance 2 Control of corporate governance risk 3 Anti-corruptions 13 Environmental compliance 14 Low-carbon operation 16 Control of hazardous and non- hazardous waste generation 24 Labour standards and labour relations 31 Product and technological innovation 32 Product Health and Food safety 34 Product quality and safety management 4 Supply chain management 5 Anti-trust and fair competition 6 Use of more eco-friendly products and services by suppliers 7 Supply chain responsibility management8 Marketing revenue 10 Product diversification 15 Impact of significant climate change to business 17 Efficiency enhancement for production processes 18 Proper use and recycling of resources 19 Use of water resources 20 Consumption and recycling of packaging materials 22 Environment remediation mechanism 23 Protection of ecology and biodiversity 25 Staff development and training 26 Occupational health and safety 27 Staff remunerations and benefits 28 Staff communications29 Customer services 30 Protection of customer privacy 33 Stability of raw materials supply 35 Operational efficiency of corporate assets 9 Capacity optimization 11 Control of production costs 12 Control of material costs 21 Advocating localized production and sales 36 Advocating rational drinking 37 Responsible consumptions 38 Social welfare 39 Community communication and involvement 40 Serving local economies 41 Rural revitalizations412136 39 40 1211938 37334 35 18724 2 31132 13 14334 1716 30 25 829 26 2019 1027 28 236 225 Materiality to Sustainable Development of CR Beer Materiality to Stakeholders15 High Materiality Moderate Materiality Low Materiality"
