IsStance,marker,sentence
,significant,"GRI3-3j GRI301 j d GRI302j dGRI303 j dGRI304 j dGRI305j GRI306j GRI303j j 303 2GRI304j j 304 2GRI306j j 306 3(c) 306 5 GRI3-3 Management of material topics (used together with GRI301 Materials, GRI302 Energy, GRI303 Water and Effluents, GRI304 Biodiversity, GRI305 Emissions, and GRI306 Waste) GRI303 Water and Effluents Disclosure 303 2GRI304 Biodiversity Disclosure 304 2 GRI306 Waste Disclosure 306 3(c) and 306 5122-151 A4 Climate Change General Disclosure f Policies on identification and mitigation of significant climate-related issues which have impacted, and those which may impact, the issuer."
,significant,"GRI3-3j j 3-3(c) GRI201j GRI2-12j d GRI3-3 Management of material topics Disclosure 3-3(c) (used together with GRI 201 Economic Performance) GRI2-12 Role of the highest governance body in overseeing the management of impacts126-137 A4. 1 d f Description of the significant climate-related issues which have impacted, and those which may impact, the issuer, and the actions taken to manage them."
,significant,"China Resources Beer (Holdings) Company Limited114 e Index of ESG IndicatorsGRI Index of GRI Indicators Page number B B Social B1 Employment General Disclosure e e e e e e j (a) i (b) f Information on (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to compensation and dismissal, recruitment and promotion, working hours, rest periods, equal opportunity, diversity, anti-discrimination, and other benefits and welfare."
,significant,GRI401j j 401 1(b) GRI401 Employment Disclosure 401 1(b)105 B2 Health and Safety General Disclosure j (a) i (b) f Information on (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to providing a safe working environment and protecting employees from occupational hazards.
,significant,GRI404j j 404 1 GRI404 Training and Education Disclosure 404 1113 B4 Labour Standards General Disclosure j (a) i (b) f Information on (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to preventing child and forced labour.
,significant,"GRI3-3j GRI308 j GRI414j GRI308j j 308 1 308 2 GRI414j j 414 1 414 2 GRI3-3 Management of material topics (used together with GRI308 Supplier Environmental Assessment and GRI414 Supplier Social Assessment) GRI308 Supplier Environmental Assessment Disclosure 308 1 and 308 2 GRI414 Supplier Social Assessment Disclosure 414 1 and 414 288-92 B6 Product responsibility General Disclosure e e j (a) i (b) f Information on (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to health and safety, advertising, labelling and privacy matters relating to products and services provided and methods of redress."
,significant,"GRI3-3j GRI418j GRI3-3 Management of material topics (used together with GRI418 Customer Privacy)85-88 B7 Anti-corruption General Disclosure e e j (a) i (b) f Information on (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to bribery, extortion, fraud and money laundering."
,committed,"China Resources Beer (Holdings) Company Limited4 ESG d d d d d d d f d e d e e f e d d d e f d d d d f d 55. 19 d d d f e e e d d e l d e d d f d d fFOREWORD ESG MANAGEMENT APPROACH AND STRATEGIES The Group has always upheld the mission of leading industrial development, brewing a better life and committed to provide consumers with products and experiences which exceed expectation, to help build career and family for our employees, to empower our co-operative partners and to generate long- term returns to our shareholders."
,committed,"In this regard, the Group have been adhering to the development strategy of building a strong enterprise through talents and are committed to offering diverse training and development opportunities to our staff."
,committed,"d f j External certifications Unit 2022 Number of plants that passed the assessment and review by the National Production Safety Standardization Plants 59 dOf which, Number of plants that recognized as the second- class enterprise Plants 24 Number of plants that recognized as the third- class enterprise Plants 35 ISO45001 Number of plants that obtained ISO45001 occupational health and safety management system certification Plants 16 d e e d EHS e d d f d e d e e e e e e f d d f d d d e e d fThe Group are committed to improve our management systems related to occupational health and safety management so that the Group s safety management standards meet national certification standards and are recognized internationally."
,committed,"On this basis, the Group is committed to reducing the use of non- renewable natural resources such as gasoline, diesel and natural gas, and increasing the proportion of clean energy and renewable energy used."
,committed,"Environmental, Social and Governance Report 2022 95 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance Report(V) PACKAGING MATERIAL AND WASTE TREATMENT The Group stays committed to enhancing the management of the waste and packaging material to reduce the resources used in areas such as packaging design, production, logistics and retailing."
,knowledge,"At the same time, the Group organized professional teams to train and inspect the quality protection knowledge of its plants, logistics providers and distributors."
,knowledge,"Operated the WeChat official accounts with three columns of Care the Youth, No Underage Drinking, Rational Citizen Says No to Drunk Driving and Moderate Drinking, Merry Life, on which featured articles are regularly published to popularize the knowledge about underage drinking prevention, drunk driving prevention and alcohol culture."
,knowledge,"Besides, the Group requires all suppliers to sign the Supplier Commitment which covers the following requirements Using effectively existing resources and minimizing negative effect on the environment in the process of production and supply chain; Advocating to shoulder environmental protection responsibility, developing and promoting environment- related technological application; Strictly complying with all applicable national laws and regulations; Carrying out knowledge and compliance test of suppliers and emphasizing on the social responsibility and obligations such as integrity and self-discipline they should perform."
,knowledge,"The Group assesses the staff based on their performance, professional knowledge and skills, etc."
,knowledge,"ESG d ESG d ESG d ESG d ESG ESG f The training provided by the Group further enhanced the knowledge of ESG work of the responsible colleagues and enabled them to comprehensively grasp the latest requirements of ESG work, so as to continuously improve the Group s ESG performance, to achieve more effective implementation of ESG management improvement work, to strive to obtain more competitive scores from international influential ESG rating agencies and to reach the ESG rating level of international top-tier beer enterprises as soon as possible."
,may,"Part of the year-on-year changes may not be equal to the results of direct calculation of the figures presented, as the figures presented are rounded, but the percentage changes are calculated based on the raw data."
,may,"Some of the year-on-year changes may not be equal to the results of direct calculation of the figures presented above, as the figures presented are rounded, while the percentage changes are calculated based on the raw data."
,may,"Some of the year-on-year changes may not be equal to the results of direct calculation of the figures presented above, as the figures presented are rounded, while the percentage changes are calculated based on the raw data."
,may,"Environmental, Social and Governance Report 2022 93 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance Report Emission type Unit 2022 2021Year-on-year Change (COD) 892 879 1. 5 Chemical Oxygen Demand (COD) Tonnes 886 851 4. 1 COD (discharged into municipal sewers) Tonnes 6 28 -79. 0 COD (discharged into natural waters) Tonnes 90 92 -2. 5 Total ammonia nitrogen emissions Tonnes 89. 9 90. 9 -1. 0 Ammonia nitrogen emissions (discharged into municipal sewers)Tonnes 0. 2 1. 6 -85. 9 Ammonia nitrogen emissions (discharged into natural waters)Tonnes Some of the year-on-year changes may not be equal to the results of direct calculation of the figures presented above, as the figures presented are rounded, while the percentage changes are calculated based on the raw data."
,may,"Some of the year-on-year changes may not be equal to the results of direct calculation of the figures presented above, as the figures presented are rounded, while the percentage changes are calculated based on the raw data."
,may,"GRI3-3j GRI301 j d GRI302j dGRI303 j dGRI304 j dGRI305j GRI306j GRI303j j 303 2GRI304j j 304 2GRI306j j 306 3(c) 306 5 GRI3-3 Management of material topics (used together with GRI301 Materials, GRI302 Energy, GRI303 Water and Effluents, GRI304 Biodiversity, GRI305 Emissions, and GRI306 Waste) GRI303 Water and Effluents Disclosure 303 2GRI304 Biodiversity Disclosure 304 2 GRI306 Waste Disclosure 306 3(c) and 306 5122-151 A4 Climate Change General Disclosure f Policies on identification and mitigation of significant climate-related issues which have impacted, and those which may impact, the issuer."
,may,"GRI3-3j j 3-3(c) GRI201j GRI2-12j d GRI3-3 Management of material topics Disclosure 3-3(c) (used together with GRI 201 Economic Performance) GRI2-12 Role of the highest governance body in overseeing the management of impacts126-137 A4. 1 d f Description of the significant climate-related issues which have impacted, and those which may impact, the issuer, and the actions taken to manage them."
,interests,"The Group not only safeguards the rights and interests of the staff in any aspects, but also endeavors to offer them a safe, healthy and comfortable working environment to understand and meet their various needs on work and life."
,interests,"In respect of the arrangement on staff working hours and holidays, in addition to strictly complying with the national and local laws and regulations, the Group also follow its internal policies on staff package and benefits, including the Attendance and Leave Management System, the Staff Benefit Management System and the Staff Career Development Management Regulations, to protect the rights and interests of employees."
,interests,China Resources Beer (Holdings) Company Limited56 (III) STAFF COMMUNICATION AND CARE The Group understands various needs and demands from staff proactively through maintaining close and good communications with them and safeguarding their legitimate rights and interests to create an equal and harmonious working environment.
,interests,China Resources Beer (Holdings) Company Limited118 e Index of ESG IndicatorsGRI Index of GRI Indicators Page number B8 Community investment General Disclosure f Policies on community engagement to understand the needs of the communities where the operation is located and to ensure its activities take into consideration the communities interests.
,important,The Group commends and rewards organizations and individuals that have achieved outstanding EHS performance or that have made important contributions to the improvement of EHS management standards.
,important,"During the reporting period, the Group did not receive any complaint involving attested invasion of customers privacy and hacking, leakage or loss of customer information or important information."
,important,"d e d f d d f Unit 2022 2021 2020 Statistics on work-related fatalities in past three years Number of work-related fatalities People 0 0 0 Rate of work-related fatalities 0 0 0 d d 0. 6 f d 12 d 436 d 0. 50 1, 000 f d d d f d d d fSafety production is an important part of the operation."
,important,China Resources Beer (Holdings) Company Limited92 The Group regards the environmental performance of operating plants as one of the important criteria for capacity optimization consideration and shuts down plants that discharge sewage into natural waters step by step.
,good,"In active response to the requirements of the Measures for Compliance Management of Central Enterprises issued by the State-owned Assets Supervision and Administration Commission of the State Council, the Group strictly follows the relevant norms on compliance management, participates in the decision-making of major issues about the Company, strictly conducts 100 legal review of the contracts, systems and major business decisions required by the State-owned Assets Supervision and Administration Commission, so as to effectively prevent and control compliance-related risks, and keep a good line of defense against compliance."
,good,China Resources Beer (Holdings) Company Limited56 (III) STAFF COMMUNICATION AND CARE The Group understands various needs and demands from staff proactively through maintaining close and good communications with them and safeguarding their legitimate rights and interests to create an equal and harmonious working environment.
,good,"The Group promoted health activities for all employees, advocated a healthy lifestyle, carried out employee health education, created a corporate health culture, and coordinated corporate development with employee health; built a good working environment for employees, vigorously implemented 5S on-site management, and created a comfortable and pleasant working environment for employees as much as possible; regularly organized and held tea parties to pay attention to the mental health of employees, find out the common psychological worries of employees, and carry out targeted psychological counselling to reduce the psychological burden of employees; organized activities such as Snow Walking, badminton, basketball and table tennis to enhance employees physical fitness and promote employees health activities."
,good,"The project team of Research on the Optimization of Sewage Anaerobic Biogas Steam Production System was established to further improve the best implementation guidelines and standards for sewage biogas yield, promote good practice experience and practices, improve the biogas yield of each production plant, and gradually increase the proportion of renewable energy used by the Group."
,good,"Although the concentration of organic matter in beer wastewater is very high, the beer wastewater is biochemically good and does not contain toxic and harmful substances."
,good,"I) DEDICATION TO SOCIAL WELFARE AND FIGHTING THE PANDEMIC The Group has been enthusiastic about public welfare and actively participated in environmental protection, disaster relief and poverty alleviation, education promotion, fight against the pandemic, rural revitalization, etc., to send a message of love and create a great good."
,shall,"Apart from requiring the ESG report shall be in compliance with the newly revised terms of the regulatory authorities, the Board also suggests the Group to reasonably take into account the expectations of investors towards the ESG report, by considering voluntarily disclosure on the content of the work in respect of social responsibilities and corporate governance as well as the management targets of emission reduction in response to carbon neutrality, while at the same time strengthening the internal review of ESG information, the review of raw material suppliers in terms of ESG aspects, and the relevant ESG related trainings and participation of the directors and senior managements of the Company."
,shall,"Before the newly developed products are put on the market, the Group shall carry out food safety assessment on beer body and packaging materials, including compliance check of raw materials, microbial test of beer body, taste test, food safety inspection, performance test of packaging materials, food safety verification, etc., so as to ensure that the quality and safety of newly developed products meet national standards."
,shall,"After the new products got listed on the market, the technical R&D team shall follow up the market status and get market feedback in time."
,shall,"Launched the NFT digital collection with a public welfare theme of rational drinking for the first time, and all the proceeds of which shall be donated to China Youth Development Foundation for the protection of minors."
,shall,The relevant management decision report shall be reviewed and approved by the supplier management committee and procurement committee in accordance with the relevant regulations.
,shall,Comprehensive evaluation of supplier the Group conducts annual comprehensive evaluation of suppliers and has established a Supplier Blacklist that those suppliers who commit serious violations of regulations and disciplines during the process of procurement bidding and co-operation shall be disqualified and included into the catalog with 5 years of prohibition time.
,shall,"The Group insists that power shall go with responsibility, responsibility must be taken, discipline must be pursued, and failure must be accountable; and the disciplinary inspection department of the Group resolutely punishes corruption without wavering, and handles letters and cases in strict accordance with rules, disciplines and laws."
,shall,"Whenever breaches are identified, coordinator shall be reported immediately and then asked the person responsible for labor policies to conduct investigation and report on the investigation."
,shall,The coordinator shall report and make recommendation to the director of human resources department for approval after making analysis.
,shall,"China Resources Beer (Holdings) Company Limited88 Water Resources Management To reduce the impacts of newly-built plants on surrounding ecological environment and water sources, the Group formulated the Production Plant Design Specifications, which required that there shall be no polluting operations and land pollution with heavy metal and radioactive substances in the area within 2 kilometers distance from all plants under the Group, with stringent monitoring on the water quality of surrounding sources, ensuring zero pollution, low energy consumption and clean production in the Group s production."
,shall,"At the same time, the Group cooperated with a number of glass bottle suppliers to carry out the R&D and application of Heineken lightweight beer bottles with the narrow neck press & blow technology, which shall reduce the weight of different bottle types by 0 to 5 when ensuring quality and performance."
,shall,"All discarded cans, glass slags and waste cartons from the production process shall be 100 recycled and treated, which could be put back to use later, achieving zero waste in the production process."
,shall,"By phasing out production lines of beer in glass bottles with outdated technology and high energy consumption, while adding more production lines of beer in cans with advanced technology and energy consumption reaching the international advanced level, the Group shall gradually increase the proportion of product in cans and reduce the use of glass bottles which is of higher carbon footprint."
,shall,"China Resources Beer (Holdings) Company Limited98 The Group has set the following targets in terms of the green procurement and recycling of packaging materials Objectives of the Group Progress in 2022 d 100 f In or before 2025, the procurement rate of bottle caps and cartons for green packaging shall reach 100. 39 f The procurement rate of bottle caps and cartons for green packaging reached about 39. d 40 f In or before 2025, 40 of products shall use reusable packaging."
,shall,"d 5 fIn or before 2025, the weight of all bottles shall reduce by 5. 0 5 f The weight of different bottles reduced by 0 to 5 respectively."
,shall,"The Group also requires all units to take relevant measures to prevent proliferation, loss and leakage, and shall not allow to dump, pile, discard or scatter hazardous waste without authorization, so as to prevent or reduce the pollution of hazardous waste to the environment."
,shall,"Besides, all plant from time to time shall organize trainings in special environmental inspections, environmental monitoring management measures and systems, environmental risk identification and filling process, environmental inspection, etc."
,dedicated,"Therefore, the Group has considerable investments in cultivation of the staff and is dedicated to safeguarding the staff s appropriate treatment and law protection."
,dedicated,"The Group is dedicated to promoting the work-life balance and ensuring the physical health, safety, and well-being of its staff by providing various non-monetary benefits to motivate and encourage them."
,dedicated,"In 2022, all corporate officers and safety management personnel at all levels of the Group obtained safety management certificates, 109 of them are dedicated security management staff, and 144 of them are registered safety engineers."
,should,"In the meantime, employees are also responsible for the supervision of responsible marketing that once any employee found false advertisement to be forwarded, he or she should report the false advertisement in time."
,should,"e e e e e d The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,should,"Hosted the theme event of Ten Thousand Stores Together, Not Selling Beer to Minors to encourage alcoholic enterprises, retailers, industry associations across the country to make a joint commitment of not selling beer to minors, which in return should promote industry s sustainable development."
,should,The plant should analyze and rectify each bottle or can of beer.
,should,"Besides, the Group requires all suppliers to sign the Supplier Commitment which covers the following requirements Using effectively existing resources and minimizing negative effect on the environment in the process of production and supply chain; Advocating to shoulder environmental protection responsibility, developing and promoting environment- related technological application; Strictly complying with all applicable national laws and regulations; Carrying out knowledge and compliance test of suppliers and emphasizing on the social responsibility and obligations such as integrity and self-discipline they should perform."
,should,"When conducting on-site accreditation of suppliers, the Group also organized training and test regarding what should understand and follow for the relevant business personnel of the suppliers."
,should,A unified test regarding what should understand and follow for the existing suppliers will be carried out every three years to intensify the governance and transparency of the suppliers.
,should,"Unit 2022 2021 Number of suppliers participated in the test regarding what should understand and follow Suppliers 23 26 Number of suppliers passed the test Suppliers 23 26 Number of suppliers failed the test or failed to response Suppliers 0 0 Pass rate 100 100 Elimination rate 0 0 In 2022, the Group conducted a test regarding what should understand and follow for newly-joint suppliers only, so the number presented above does not include suppliers who had previously completed relevant tests."
,should,"During the first meeting about on-site certification of suppliers, the Group focused on promoting the culture of integrity procurement to its suppliers, creating a clean working atmosphere, and positively conveying the prohibitions, work disciplines, rules and regulations that such suppliers should follow, so as to promote anti-corruption and integrity to a deeper extent."
,should,"Environmental, Social and Governance Report 2022 101 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance ReportIn addition, the Group implements the Regulations on the Management of By-products and Waste Materials of CRSB to require that different solid wastes should be stored by category."
,establish,"In 2022, the Group had been in fully compliance with the requirements under Section 11 of the Trade Union Law of the People s Republic of China to establish union with 100 rate on staff participation in the union."
,establish,Management trainee training program and Future Stars training camp d f 2022 161 223 f It s aimed to establish a perfect reserve management talent echelon to meet the training needs of the Company s business development for middle-level management.
,establish,"Fire Pistol for key customers empowerment d d d f2022 96 f It s aimed to empower core key customers, build a dealer empowerment system and empowerment platform, sharing excellent dealer business models, and establish long-term and stable partnerships."
,establish,"In order to establish a more complete safety emergency management mechanism for CRSB, the Group also revised the Comprehensive Emergency Plan for Production Safety Accidents during the reporting period to improve the ability to respond to and deal with sudden safety accidents, standardize disposal procedures, effectively prevent, timely control and eliminate the impact and harm caused by accidents, and minimize casualties and property losses of enterprises."
,aim,"e e e e e d The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,aim,"During the period under review, the Group held two company-wide warning education conferences, covering more than 25, 000 employees, with an aim to continually build up employees awareness of rules."
,aim,"Environmental, Social and Governance Report 2022 57 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance ReportThe Group has initiated CRSB s corporate culture restructuring project since 2018, with the aim of refining its core cultural values through corporate culture restructuring."
,could,"By upgrading the customer service system, the service complaints are set to be reviewed by the superior management personnel, so that the business operation departments could gain a better understanding the nature of customer complaints and rectify correspondingly, building a customer-oriented beer enterprise."
,could,"Or, with strong support from the local government, the Group continuously invest in the pipeline transformation so that sewage could be discharged into the centralized treatment facilities for urban sewage treatment and less would be discharged into nature waters."
,could,"All discarded cans, glass slags and waste cartons from the production process shall be 100 recycled and treated, which could be put back to use later, achieving zero waste in the production process."
,understand,"China Resources Beer (Holdings) Company Limited14 e EHS d EHS d d EHS f e d e e e d f ESG j Work level Functions Specific duties and responsibilities The highest accountable level The board To monitor the Company s assessment on the environmental and social impacts ESG To understand the potential impacts and relevant risk of ESG issue on the Company s business model d To strengthen materiality assessment and reporting process to ensure accurate and persistent execution and implementation of the policies ESG To review progress based on ESG-related targets and indicators To review and monitor environmental management policies and strategies Decision- making level The senior management ESG e To discuss major ESG issues, formulate management approach and future development To identify relevant risks To ensure effective operation of internal control system To formulate and prioritise strategies and targets To review working results To assess effectiveness of overall working mechanism ESG d e To facilitate top-down ESG integration and to assign relevant duties and responsibilities to various functional departments and branches The Group regards environment, health and safety ( EHS ) as one of the cores of its business."
,understand,"Upon receiving such work order, the customer service consultant must contact the consumer within 30 minutes to understand details and strive to resolve the issue right away to avoid worsening the problem."
,understand,"When conducting on-site accreditation of suppliers, the Group also organized training and test regarding what should understand and follow for the relevant business personnel of the suppliers."
,understand,A unified test regarding what should understand and follow for the existing suppliers will be carried out every three years to intensify the governance and transparency of the suppliers.
,understand,"Unit 2022 2021 Number of suppliers participated in the test regarding what should understand and follow Suppliers 23 26 Number of suppliers passed the test Suppliers 23 26 Number of suppliers failed the test or failed to response Suppliers 0 0 Pass rate 100 100 Elimination rate 0 0 In 2022, the Group conducted a test regarding what should understand and follow for newly-joint suppliers only, so the number presented above does not include suppliers who had previously completed relevant tests."
,understand,"The Group not only safeguards the rights and interests of the staff in any aspects, but also endeavors to offer them a safe, healthy and comfortable working environment to understand and meet their various needs on work and life."
,understand,"The Group encouraged the staff to express opinions and demands through annual research on corporate culture recognition and various channels, such as interview days with corporate leaders, survey of staff satisfaction, mailbox of general manager, etc., so as to understand the staff s satisfaction with their jobs."
,understand,"Channel Magic Weapon channel marketing empowerment e e e f2022 177 f It s aimed to cultivate a group of channel marketing talents who understand marketing, have strategy, seek innovation, and pursue excellence."
,understand,"Environmental, Social and Governance Report 2022 65 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance Report ESG ESG EXECUTIVE AND STAFF TRAINING d ESG d EHS e e e e e e e d ESG d d ESG e ESG e e d f In August 2022, the Group provided ESG professional training to all departments involved in ESG management, including the EHS Department, Technology Research Institute, Human Resources Department, Production Center of Purchasing Department, Risk Management Department, Sales and Marketing Center, Audit Department and Administration Department, and invited external professional organizations to conduct training to enable frontline staff to understand the ESG compliance disclosure requirements for Hong Kong listed companies, the new amendments of the ESG regulations of the Stock Exchange of Hong Kong, capital market concerns, the Group s current status and international peer best practices and other information."
,understand,China Resources Beer (Holdings) Company Limited118 e Index of ESG IndicatorsGRI Index of GRI Indicators Page number B8 Community investment General Disclosure f Policies on community engagement to understand the needs of the communities where the operation is located and to ensure its activities take into consideration the communities interests.
,fundamental,"Environmental, Social and Governance Report 2022 23 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance Report c d d d f d d f d f d f e e e d GB7718-2011 f d d j SnowMS QFS d SnowMS QFS 24 d d d e e d f FSSC22000 eISOeHACCP 98 fCHAPTER 1 PRODUCTS AND OPERATING PRACTICES As a member of the food industry, the Group deeply understands that quality products and services are fundamental to an enterprise s success."
,fundamental,"Environmental, Social and Governance Report 2022 81 FINANCIAL S TATEMENTS A BOUT T HE G ROUP TO OUR S HAREHOLDERS CORPORATE G OVERNANCE Environmental, Social and Governance ReportGHG Emission Management The Group formulated the Carbon Emission Accounting Method to improve the compliance of carbon emission accounting, providing fundamental support to the implementation of the CRB Carbon Peak Action Plan and fulfilling corporate social responsibilities."
,positive,"Balance e d d f The Group describes each issue in an accurate, objective and fair manner and discloses both positive and negative information of the Group during the reporting period to ensure balance of the content and help readers to reasonably assess the overall performance of the Group."
,must,"Upon receiving such work order, the customer service consultant must contact the consumer within 30 minutes to understand details and strive to resolve the issue right away to avoid worsening the problem."
,must,"All suppliers involved in users private information must sign relevant contract clauses on information protection in line with the system requirements of the Company s Legal and Compliance Department, so as to maximize the protection of consumers personal privacy and information security."
,must,"When customers file complaint details to the relevant department, our customer service officers must delete their relevant personal information."
,must,"The Group insists that power shall go with responsibility, responsibility must be taken, discipline must be pursued, and failure must be accountable; and the disciplinary inspection department of the Group resolutely punishes corruption without wavering, and handles letters and cases in strict accordance with rules, disciplines and laws."
,must,"In the meantime, all the staffs of the Group must sign the Integrity Code for On- site Certification of Suppliers, clearly put forward the laws and regulations related to anti-corruption and bribery to the suppliers, and restrain each other by signing contracts to carry forward honesty and integrity."
,clear,"e e e e e d The marketing and promotion should aim to steer clear of those who under the legal drinking age (for example, objects, images, styles, symbols, colors, music and characters including cartoon characters that appeal to children or adolescent should not be used in marketing campaigns and commercial publicity)."
,note,"With the theme of Our Team Growing towards the Sun, and the key note of Sea of Stars, a series of special snow activities such as Which snow are you were carried out to involve all employees, further enhancing their cultural perception and participation, and fostering cultural identity."
,necessary,"The board of directors hold semi-annual meetings with the senior management regularly, or special meetings when necessary, to guide the senior management on the following matters The Board is responsible for supervising and approving the sustainable development strategy of the Group, including the 14th Five-Year Plan for EHS management, the Carbon Peak Action Plan, water resource management objectives, etc., to ensure that the group is moving towards sustainable development."
,necessary,"For complaints about defective product, it is necessary to reply to the customers in the customer service system within 72 hours, maintain the progress of processing, upload photos of physical alcohol drinks, etc."
,possible,"In 2022, the Legal Compliance Department of the Group followed up the revision of the Anti-Monopoly Law in real time, discussed the possible major impacts on the Company s business, made risk warnings and gave corresponding control suggestions."
,possible,"ESG d ESG d ESG d ESG d ESG ESG f The training provided by the Group further enhanced the knowledge of ESG work of the responsible colleagues and enabled them to comprehensively grasp the latest requirements of ESG work, so as to continuously improve the Group s ESG performance, to achieve more effective implementation of ESG management improvement work, to strive to obtain more competitive scores from international influential ESG rating agencies and to reach the ESG rating level of international top-tier beer enterprises as soon as possible."
,possible,"The Group promoted health activities for all employees, advocated a healthy lifestyle, carried out employee health education, created a corporate health culture, and coordinated corporate development with employee health; built a good working environment for employees, vigorously implemented 5S on-site management, and created a comfortable and pleasant working environment for employees as much as possible; regularly organized and held tea parties to pay attention to the mental health of employees, find out the common psychological worries of employees, and carry out targeted psychological counselling to reduce the psychological burden of employees; organized activities such as Snow Walking, badminton, basketball and table tennis to enhance employees physical fitness and promote employees health activities."
,need,Business linkage the business operation departments need to acknowledge customer complaints.
,would,"In addition, at the committee level, the Audit Committee hold semi-annual meetings, in which ESG-related business risks would be reviewed with senior management and the internal audit function."
,would,"The inspection scope covers water pollutant, air pollutant, noise, etc., and the relevant environmental information and the environmental performance of the plants subject to key supervision would be publically disclosed."
,would,"China Resources Beer (Holdings) Company Limited78 In addition, the Group is promoting carbon emission compliance as an extra-credit item for the introduction of new suppliers, which would gradually transition to a standard item, allowing the Group to give priority to work with suppliers of low-carbon and environmental-friendly advantages."
,would,"Or, with strong support from the local government, the Group continuously invest in the pipeline transformation so that sewage could be discharged into the centralized treatment facilities for urban sewage treatment and less would be discharged into nature waters."
,would,"The data on the Group s consumption of product packaging materials in the past two years are set out as follows Unit 2022 2021Year-on-year change 6, 182 6, 436 -4. 0 Glass Bottle 1, 000 tonnes 160 114 40. 8 Aluminum Can 1, 000 tonnes 342 326 4. 9 Carton 1, 000 tonnes 14 12 13. 0 Plastic Film 1, 000 tonnes Since purchasing new glass bottles would make certain impact on the environment, the Group increases the recycling of glass bottles and reuse them after cleaning and disinfection."
,critical,"Quality Management in the Production Process CRSB has formulated the 4ACCP technical specification, unified the analysis steps and methods of key control points in quality and food safety, standardized the steps and methodologies for the analysis of critical control points of quality and food safety, and regulated the standards of risk hierarchies, hazard exposure and possibilities."
,critical,"The 4ACCP Control Plan is a control plan developed for the key control points of quality and food safety, which analyzes from the four aspects, i. e. food safety, food fraud, food threat and quality risk, determines key control points and critical limits, develops a control plan, and regularly monitors the implementation of control plan, with 66 key control points in quality and food safety determined currently."
,clearly,"The communication contents and content review mechanism are also clearly stipulated in the related guidelines, requiring personnel at all levels to conduct a comprehensive review of the enterprise advertising contents to be released soon, guiding consumers correctly from the root."
,clearly,"Apart from clearly indicating ingredients and alcohol content on product packages, the Group also prompts persuasive signs and words such as Excessive alcohol consumption is harmful to health in print, television, film and digital advertisements as well as in product labels, taking the initiative to give potential risk warnings."
,clearly,"China Resources Beer (Holdings) Company Limited44 Internal Anti-corruption Norms The Group clearly combats commercial bribery, offering or taking bribe, extortion, fraud, money-laundering and other office crimes, and prevents and severely punishes corruptions."
,clearly,"In 2022, with a view to adapting to the second time organizational transformation, the audit department of the Group streamlined the approval procedures in operating to label each step by marketing, operation, production, procurement and function in the management system, which separated the business operating and professional support clearly, so as to achieve smooth connection and unified standards in each system from the front line to the headquarters, and thus to further strengthen the control and the operational efficiency."
,clearly,"The Group clearly prohibits violations of regulations, disciplines and laws, such as illegal connected transactions, taking benefits with power, rent setting and seeking, corruption and bribery, operating enterprises by specific associates through business, receipt of gifts."
,clearly,"In the meantime, all the staffs of the Group must sign the Integrity Code for On- site Certification of Suppliers, clearly put forward the laws and regulations related to anti-corruption and bribery to the suppliers, and restrain each other by signing contracts to carry forward honesty and integrity."
,appropriate,"Therefore, the Group has considerable investments in cultivation of the staff and is dedicated to safeguarding the staff s appropriate treatment and law protection."
,appropriate,"With a prudent attitude in assessing the impact, the Group strives to achieve sustainable development by implementing appropriate measures."
,sign,"All suppliers involved in users private information must sign relevant contract clauses on information protection in line with the system requirements of the Company s Legal and Compliance Department, so as to maximize the protection of consumers personal privacy and information security."
,sign,"During the operation, we also require relevant staff to comply with national laws and regulations on confidentiality and the Confidentiality Work Management System of the Group, and customer service staff is requested to sign the Confidentiality Undertaking before work."
